rank,name,nationality,team,points,rider_url
733,APARICIO Mario,ES,Burgos Burpellet BH,35.0,https://www.procyclingstats.com/rider/mario-aparicio-munoz
734,STANNARD Robert,AU,Bahrain - Victorious,35.0,https://www.procyclingstats.com/rider/robert-stannard
735,OURSELIN Paul,FR,Cofidis,35.0,https://www.procyclingstats.com/rider/paul-ourselin
736,FOX Matthew,AU,Veloce Club Rouen 76,35.0,https://www.procyclingstats.com/rider/matthew-fox2
737,YEMANE Even,ER,Istanbul Büyükșehir Belediye Spor Türkiye,35.0,https://www.procyclingstats.com/rider/even-yemane
738,D'AMATO Andrea,IT,JCL Team UKYO,35.0,https://www.procyclingstats.com/rider/andrea-d-amato
739,WILKSCH Hannes,DE,Tudor Pro Cycling Team,35.0,https://www.procyclingstats.com/rider/hannes-wilksch
740,THOMPSON Reuben,NZ,Lotto,35.0,https://www.procyclingstats.com/rider/reuben-thompson
741,RAISBERG Nadav,IL,Israel - Premier Tech,35.0,https://www.procyclingstats.com/rider/nadav-raisberg
742,VAN DER SANDE Tosh,BE,Team Visma | Lease a Bike,35.0,https://www.procyclingstats.com/rider/tosh-van-der-sande
743,LEIJNSE Enzo,NL,Team Picnic PostNL,35.0,https://www.procyclingstats.com/rider/enzo-leijnse
744,MANZIN Lorrenzo,FR,Team TotalEnergies,35.0,https://www.procyclingstats.com/rider/lorrenzo-manzin
745,GRIGNARD Sébastien,BE,Lotto,35.0,https://www.procyclingstats.com/rider/sebastien-grignard
746,REINDERINK Pepijn,NL,Soudal Quick-Step,35.0,https://www.procyclingstats.com/rider/pepijn-reinderink
747,GRADEK Kamil,PL,Bahrain - Victorious,35.0,https://www.procyclingstats.com/rider/kamil-gradek
748,SIMMONS Colby,US,EF Education - EasyPost,35.0,https://www.procyclingstats.com/rider/colby-simmons
749,CONTI Valerio,IT,Team Solution Tech - Vini Fantini,35.0,https://www.procyclingstats.com/rider/valerio-conti
750,LE BERRE Mathis,FR,Arkéa - B&B Hotels,35.0,https://www.procyclingstats.com/rider/mathis-le-berre
751,PALENI Enzo,FR,Groupama - FDJ,35.0,https://www.procyclingstats.com/rider/enzo-paleni
752,FRYDKJÆR Patrick Boje,DK,Lidl - Trek Future Racing,35.0,https://www.procyclingstats.com/rider/patrick-boje-frydkjaer
753,COMBAUD Romain,FR,Team Picnic PostNL,35.0,https://www.procyclingstats.com/rider/romain-combaud
754,KERGOZOU DE LA BOESSIERE Nick,NZ,St George Continental Cycling Team,35.0,https://www.procyclingstats.com/rider/nick-kergozou
755,BAX Sjoerd,NL,Q36.5 Pro Cycling Team,35.0,https://www.procyclingstats.com/rider/sjoerd-bax
756,REMKHI Rudolf,KZ,Team Vino - North Qazaqstan Region,35.0,https://www.procyclingstats.com/rider/rudolf-remkhi
757,TRÆEN Torstein,NO,Bahrain - Victorious,35.0,https://www.procyclingstats.com/rider/torstein-traeen
758,OLIVEIRA Rui,PT,UAE Team Emirates - XRG,34.0,https://www.procyclingstats.com/rider/rui-oliveira
759,SABBAHI El Houcaine,MA,Agadir Vélo Propulsion,34.0,https://www.procyclingstats.com/rider/el-houcaine-sabbahi
760,LE HUITOUZE Eddy,FR,Groupama - FDJ,34.0,https://www.procyclingstats.com/rider/eddy-le-huitouze
761,DELLAI Mohamed Aziz,TN,,34.0,https://www.procyclingstats.com/rider/mohamed-aziz-dellai
762,VERMAERKE Kevin,US,Team Picnic PostNL,34.0,https://www.procyclingstats.com/rider/kevin-vermaerke
763,JOUSSEAUME Alan,FR,Team TotalEnergies,34.0,https://www.procyclingstats.com/rider/alan-jousseaume
764,KOLZE CHANGIZI Sebastian,DK,Tudor Pro Cycling Team,34.0,https://www.procyclingstats.com/rider/sebastian-kolze-changizi
765,NARRAWAY Nicholas,BM,Tenerife - Bike Point - Gsport,34.0,https://www.procyclingstats.com/rider/nicholas-narraway
766,PÉREZ Ciro,UY,Mg.K Vis Costruzioni e Ambiente,34.0,https://www.procyclingstats.com/rider/ciro-perez-alvarez
767,DOMINGUEZ Carlos,PY,,34.0,https://www.procyclingstats.com/rider/carlos-dominguez-silva
768,BOICHIS Adrien,FR,Red Bull - BORA - hansgrohe Rookies,33.0,https://www.procyclingstats.com/rider/adrien-boichis
769,KOCH Jonas,DE,Red Bull - BORA - hansgrohe,33.0,https://www.procyclingstats.com/rider/jonas-koch
770,ZOIDL Riccardo,AT,Hrinkow Advarics,33.0,https://www.procyclingstats.com/rider/riccardo-zoidl
771,VERVENNE Jonathan,BE,Soudal Quick-Step Devo Team,33.0,https://www.procyclingstats.com/rider/jonathan-vervenne
772,BECERRA Eduin,VE,Team Trululu,32.0,https://www.procyclingstats.com/rider/eduin-becerra
773,HUBY Antoine,FR,Soudal Quick-Step,32.0,https://www.procyclingstats.com/rider/antoine-huby
774,TIZZA Marco,IT,Wagner Bazin WB,32.0,https://www.procyclingstats.com/rider/marco-tizza
775,SÜTTERLIN Jasha,DE,Team Jayco AlUla,32.0,https://www.procyclingstats.com/rider/jasha-sutterlin
776,ASSAL Mohamed Nadjib,DZ,Mouloudia Club d'Alger,32.0,https://www.procyclingstats.com/rider/mohamed-nadjib-assal
777,SHEEHAN Riley,US,Israel - Premier Tech,32.0,https://www.procyclingstats.com/rider/riley-sheehan
778,ROYAN Muhammad Andy,ID,,32.0,https://www.procyclingstats.com/rider/muhammad-andy-royan
779,FU Enqi,CN,China Anta - Mentech Cycling Team,32.0,https://www.procyclingstats.com/rider/enqi-fu
780,ROTA Lorenzo,IT,Intermarché - Wanty,32.0,https://www.procyclingstats.com/rider/lorenzo-rota
781,BONNEU Kamiel,BE,Intermarché - Wanty,32.0,https://www.procyclingstats.com/rider/kamiel-bonneu
782,GOOSSENS Kobe,BE,Intermarché - Wanty,32.0,https://www.procyclingstats.com/rider/kobe-goossens
783,GAMPER Patrick,AT,Team Jayco AlUla,32.0,https://www.procyclingstats.com/rider/patrick-gamper
784,L'HOTE Antoine,FR,Decathlon AG2R La Mondiale Development Team,32.0,https://www.procyclingstats.com/rider/antoine-l-hote
785,CHAIYASOMBAT Thanakhan,TH,Thailand Continental Cycling Team,31.0,https://www.procyclingstats.com/rider/thanakhan-chaiyasombat
786,VERHOEFF Stefan,NL,Universe Cycling Team,31.0,https://www.procyclingstats.com/rider/stefan-verhoeff
787,LAU Wan Yau Vincent,HK,Roojai Insurance,31.0,https://www.procyclingstats.com/rider/wan-yau-lau
788,LAGAB Azzedine,DZ,Madar Pro Cycling Team,31.0,https://www.procyclingstats.com/rider/azzedine-lagab
789,ZOCCARATO Samuele,IT,Team Polti VisitMalta,31.0,https://www.procyclingstats.com/rider/samuele-zoccarato
790,ØRN-KRISTOFF Felix,NO,Wanty - Nippo - ReUz,31.0,https://www.procyclingstats.com/rider/felix-orn-kristoff
791,DUPONT Timothy,BE,Tarteletto - Isorex,31.0,https://www.procyclingstats.com/rider/timothy-dupont
792,DURBRIDGE Luke,AU,Team Jayco AlUla,30.0,https://www.procyclingstats.com/rider/luke-durbridge
793,MAKATILE Kabelo,LS,,30.0,https://www.procyclingstats.com/rider/kabelo-makatile
794,AÏT EL ABDIA Anass,MA,Sidi Ali - Unlock Team,30.0,https://www.procyclingstats.com/rider/anass-ait-el-abdia
795,MACKELLAR Alastair,AU,EF Education - EasyPost,30.0,https://www.procyclingstats.com/rider/alastair-mackellar
796,PAASSCHENS Mathijs,NL,Bahrain - Victorious,30.0,https://www.procyclingstats.com/rider/mathijs-paasschens
797,VERMOTE Julien,BE,Team Visma | Lease a Bike,30.0,https://www.procyclingstats.com/rider/julien-vermote
798,DELACROIX Théo,FR,St Michel - Preference Home - Auber93,30.0,https://www.procyclingstats.com/rider/theo-delacroix
799,MILLER Alex,NA,Swatt Club,30.0,https://www.procyclingstats.com/rider/alex-miller
800,KEE Zhe Yie,MY,Terengganu Cycling Team,30.0,https://www.procyclingstats.com/rider/zhe-yie-kee
801,JAWAID Ali,PK,,30.0,https://www.procyclingstats.com/rider/ali-jawaid
802,PETILLI Simone,IT,Intermarché - Wanty,30.0,https://www.procyclingstats.com/rider/simone-petilli
803,RICKAERT Jonas,BE,Alpecin - Deceuninck,30.0,https://www.procyclingstats.com/rider/jonas-rickaert
804,GREGAARD Jonas,DK,Lotto,30.0,https://www.procyclingstats.com/rider/jonas-gregaard
805,DE TIER Floris,BE,Wagner Bazin WB,30.0,https://www.procyclingstats.com/rider/floris-de-tier
806,THIERRY Pierre,FR,Arkéa - B&B Hotels,30.0,https://www.procyclingstats.com/rider/pierre-thierry
807,SCOTSON Miles,AU,Arkéa - B&B Hotels,30.0,https://www.procyclingstats.com/rider/miles-scotson
808,ROBEET Ludovic,BE,Cofidis,30.0,https://www.procyclingstats.com/rider/ludovic-robeet
809,PIETROBON Andrea,IT,Team Polti VisitMalta,30.0,https://www.procyclingstats.com/rider/andrea-pietrobon
810,KESSLER Bruno,DE,REMBE | rad-net,30.0,https://www.procyclingstats.com/rider/bruno-kessler
811,HAUG Kieran,US,Project Echelon Racing,30.0,https://www.procyclingstats.com/rider/kieran-haug
812,TESSON Jason,FR,Team TotalEnergies,30.0,https://www.procyclingstats.com/rider/jason-tesson
813,LOZOUET Léandre,FR,Arkéa - B&B Hotels,30.0,https://www.procyclingstats.com/rider/leandre-lozouet
814,GONZÁLEZ David,ES,Q36.5 Pro Cycling Team,30.0,https://www.procyclingstats.com/rider/david-gonzalez-lopez
815,BOUWMAN Koen,NL,Team Jayco AlUla,30.0,https://www.procyclingstats.com/rider/koen-bouwman
816,JARNET Maxime,FR,Van Rysel Roubaix,30.0,https://www.procyclingstats.com/rider/maxime-jarnet
817,MARIAULT Axel,FR,CIC - U - Nantes,30.0,https://www.procyclingstats.com/rider/axel-mariault
818,BETTLES Carter,AU,Roojai Insurance,30.0,https://www.procyclingstats.com/rider/carter-bettles
819,JANSSENS Jimmy,BE,Alpecin - Deceuninck,30.0,https://www.procyclingstats.com/rider/jimmy-janssens
820,GARIBBO Nicolò,IT,JCL Team UKYO,30.0,https://www.procyclingstats.com/rider/nicolo-garibbo
821,PEÑA Wilson Estiben,CO,Team Sistecredito,30.0,https://www.procyclingstats.com/rider/wilson-estiben-pena-molano
822,KURITS Karl,EE,Israel Premier Tech Academy,30.0,https://www.procyclingstats.com/rider/karl-kurits
823,NUHA Blerton,XK,,30.0,https://www.procyclingstats.com/rider/blerton-nuha
824,SODJEDE Ricardo,BJ,,30.0,https://www.procyclingstats.com/rider/ricardo-sodjede
825,WALTERS Red,GD,Óbidos Cycling Team,30.0,https://www.procyclingstats.com/rider/red-walters
826,WILLIAMS Cory,BZ,Miami Blazers,30.0,https://www.procyclingstats.com/rider/cory-williams
827,ABU HARRAH Majid,JO,,30.0,https://www.procyclingstats.com/rider/majid-abu-harrah
828,KAGIMU Charles,UG,Team Amani,30.0,https://www.procyclingstats.com/rider/charles-kagimu
829,RADUNOVIĆ Aleksandar,ME,,30.0,https://www.procyclingstats.com/rider/aleksandar-radunovic
830,DA CRUZ Nelio,CV,,30.0,https://www.procyclingstats.com/rider/nelio-da-cruz
831,ESSABAHY Ibrahim,MA,Agadir Vélo Propulsion,29.0,https://www.procyclingstats.com/rider/ibrahim-essabahy
832,BURNETT Josh,NZ,Burgos Burpellet BH,29.0,https://www.procyclingstats.com/rider/josh-burnett
833,BEULLENS Cedric,BE,Lotto,29.0,https://www.procyclingstats.com/rider/cedric-beullens
834,NEGRENTE Mattia,IT,XDS Astana Development Team,29.0,https://www.procyclingstats.com/rider/mattia-negrente
835,VAN HAUTEGEM Leander,BE,Wagner Bazin WB,29.0,https://www.procyclingstats.com/rider/leander-van-hautegem
836,REYNDERS Jens,BE,Wagner Bazin WB,29.0,https://www.procyclingstats.com/rider/jens-reynders
837,OLIVEIRA Nelson,PT,Movistar Team,29.0,https://www.procyclingstats.com/rider/nelson-oliveira
838,BRUNNER Eric,US,Competitive Edge Racing,29.0,https://www.procyclingstats.com/rider/eric-brunner
839,CASTROVIEJO Jonathan,ES,INEOS Grenadiers,28.0,https://www.procyclingstats.com/rider/jonathan-castroviejo
840,CHAMPION Thomas,FR,St Michel - Preference Home - Auber93,28.0,https://www.procyclingstats.com/rider/thomas-champion
841,HENAO Sergio,CO,Nu Colombia,28.0,https://www.procyclingstats.com/rider/sergio-luis-henao
842,KAJAMINI Florian Samuel,IT,XDS Astana Team,28.0,https://www.procyclingstats.com/rider/florian-samuel-kajamini
843,AMAN Awet,ER,UCI WCC Men's Team,28.0,https://www.procyclingstats.com/rider/awet-aman
844,BOGDANOVIČS Māris,LV,FNIX - SCOM - Hengxiang Cycling Team,28.0,https://www.procyclingstats.com/rider/maris-bogdanovics
845,AMBROSSI Facundo Nicolás,AR,Technosylva Maglia Bembibre,28.0,https://www.procyclingstats.com/rider/facundo-nicolas-ambrossi
846,AERTS Toon,BE,Lotto,28.0,https://www.procyclingstats.com/rider/toon-aerts
847,NEILANDS Krists,LV,Israel - Premier Tech,28.0,https://www.procyclingstats.com/rider/krists-neilands
848,ROULAND Louis,FR,Arkéa - B&B Hotels,27.0,https://www.procyclingstats.com/rider/louis-rouland
849,THOMAS Geraint,GB,INEOS Grenadiers,27.0,https://www.procyclingstats.com/rider/geraint-thomas
850,ABAY Burak,TR,Konya Büyükşehir Belediye Spor,27.0,https://www.procyclingstats.com/rider/burak-abay
851,SERRANO Javier,ES,Team Polti VisitMalta,27.0,https://www.procyclingstats.com/rider/javier-serrano
852,JOCHUM Ben Felix,DE,Team Lotto Kern-Haus PSD Bank,27.0,https://www.procyclingstats.com/rider/ben-felix-jochum
853,BOWER Lewis,NZ,Groupama - FDJ,27.0,https://www.procyclingstats.com/rider/lewis-bower
854,ANDERSEN Kasper,DK,Swatt Club,27.0,https://www.procyclingstats.com/rider/kasper-andersen1
855,GIDDINGS Joshua,GB,Lotto,27.0,https://www.procyclingstats.com/rider/joshua-giddings
856,WEEMAES Sasha,BE,Wagner Bazin WB,27.0,https://www.procyclingstats.com/rider/sasha-weemaes
857,KESS Alexandre,LU,Team Lotto Kern-Haus PSD Bank,27.0,https://www.procyclingstats.com/rider/alexandre-kess
858,BANASZEK Norbert,PL,ATT Investments,27.0,https://www.procyclingstats.com/rider/norbert-banaszek
859,KAMP Alexander,DK,Intermarché - Wanty,27.0,https://www.procyclingstats.com/rider/alexander-kamp
860,DOMÍNGUEZ José Alberto,CU,,27.0,https://www.procyclingstats.com/rider/jose-alberto-dominguez
861,RASENBERG Martijn,NL,Parkhotel Valkenburg,27.0,https://www.procyclingstats.com/rider/martijn-rasenberg
862,VELIA Olsian,AL,Cyklotym Havířov - Tirana,27.0,https://www.procyclingstats.com/rider/olsian-velia
863,DE POOTER Dries,BE,Intermarché - Wanty,26.0,https://www.procyclingstats.com/rider/dries-de-pooter
864,CRABBE Tom,BE,Team Flanders - Baloise,26.0,https://www.procyclingstats.com/rider/tom-crabbe
865,BULUT Samet,TR,Konya Büyükşehir Belediye Spor,26.0,https://www.procyclingstats.com/rider/samet-bulut
866,ALMUTAIWEI Mohammad,AE,UAE Team Emirates Gen Z,26.0,https://www.procyclingstats.com/rider/mohammad-almutaiwei
867,OOMEN Sam,NL,Lidl - Trek,26.0,https://www.procyclingstats.com/rider/sam-oomen
868,SOTO Antonio Jesús,ES,Equipo Kern Pharma,26.0,https://www.procyclingstats.com/rider/antonio-soto
869,ANGULO Antonio,ES,Burgos Burpellet BH,26.0,https://www.procyclingstats.com/rider/antonio-angulo
870,VÁSQUEZ Juan Mardoqueo,GT,Hino-One-La red-Suzuki,26.0,https://www.procyclingstats.com/rider/juan-mardoqueo-vasquez-vasquez
871,KACZMAREK Jakub,PL,Mazowsze Serce Polski,26.0,https://www.procyclingstats.com/rider/jakub-kaczmarek
872,SERRY Pieter,BE,Soudal Quick-Step,25.0,https://www.procyclingstats.com/rider/pieter-serry
873,ERMAKOV Roman,RU,Bahrain - Victorious,25.0,https://www.procyclingstats.com/rider/roman-ermakov
874,HOUCOU Emmanuel,FR,Arkéa - B&B Hôtels Continentale,25.0,https://www.procyclingstats.com/rider/emmanuel-houcou
875,VERSCHUREN Killian,FR,Unibet Tietema Rockets,25.0,https://www.procyclingstats.com/rider/killian-verschuren
876,KUYPERS Gerben,BE,Intermarché - Wanty,25.0,https://www.procyclingstats.com/rider/gerben-kuypers
877,BASTIAENS Ayco,BE,Soudal Quick-Step,25.0,https://www.procyclingstats.com/rider/ayco-bastiaens
878,MASENGESHO Vainqueur,RW,,25.0,https://www.procyclingstats.com/rider/vainqueur-masengesho
879,DEWULF Stan,BE,Decathlon AG2R La Mondiale Team,25.0,https://www.procyclingstats.com/rider/stan-dewulf
880,STEIMLE Jannik,DE,Q36.5 Pro Cycling Team,25.0,https://www.procyclingstats.com/rider/jannik-steimle
881,SKAARSETH Anders,NO,Uno-X Mobility,25.0,https://www.procyclingstats.com/rider/anders-skaarseth
882,GAZZOLI Michele,IT,XDS Astana Team,25.0,https://www.procyclingstats.com/rider/michele-gazzoli
883,WEISS Fabian,CH,Tudor Pro Cycling Team,25.0,https://www.procyclingstats.com/rider/fabian-weiss
884,BLUME LEVY William,DK,Uno-X Mobility,25.0,https://www.procyclingstats.com/rider/william-blume-levy
885,TONELLI Alessandro,IT,Team Polti VisitMalta,25.0,https://www.procyclingstats.com/rider/alessandro-tonelli
886,KRUIJSWIJK Steven,NL,Team Visma | Lease a Bike,25.0,https://www.procyclingstats.com/rider/steven-kruijswijk
887,MUÑOZ Francisco,ES,Team Polti VisitMalta,25.0,https://www.procyclingstats.com/rider/francisco-munoz-llana
888,VEISTROFFER Baptiste,FR,Lotto,25.0,https://www.procyclingstats.com/rider/baptiste-veistroffer
889,VAN SINTMAARTENSDIJK Roel,NL,Intermarché - Wanty,25.0,https://www.procyclingstats.com/rider/roel-van-sintmaartensdijk
890,GONZALEZ Jyven,BZ,G-Flow Cycling Team,25.0,https://www.procyclingstats.com/rider/jyven-gonzalez
891,RAMÍREZ Donovan,CR,,25.0,https://www.procyclingstats.com/rider/donovan-ramirez
892,ROJAS Gabriel Francisco,CR,Manzaté La Selva Scott,25.0,https://www.procyclingstats.com/rider/gabriel-francisco-rojas
893,AZIZ Mohab Youssef,EG,SuezCanalDiscovery,25.0,https://www.procyclingstats.com/rider/mohab-aziz
894,MAROLT Jaka,SI,Factor Racing,25.0,https://www.procyclingstats.com/rider/jaka-marolt
895,ROSENLUND Stian,DK,AIRTOX - Carl Ras,25.0,https://www.procyclingstats.com/rider/stian-rosenlund
896,NEUMAN Dominik,CZ,ATT Investments,25.0,https://www.procyclingstats.com/rider/dominik-neuman
897,JONKMANS Tom,NL,Wielerploeg Groot Amsterdam,25.0,https://www.procyclingstats.com/rider/tom-jonkmans
898,ILIĆ Ognjen,RS,Borac Cacak,25.0,https://www.procyclingstats.com/rider/ognjen-ilic
899,MASNADA Fausto,IT,XDS Astana Team,25.0,https://www.procyclingstats.com/rider/fausto-masnada
900,MANDIN MEDINA Yunior Brayan,CU,,25.0,https://www.procyclingstats.com/rider/yunior-brayan-mandin-medina
901,MAYER Alexandre,MU,Burgos Burpellet BH,25.0,https://www.procyclingstats.com/rider/alexandre-mayer
902,MORALES Christopher,PR,Controlpack,25.0,https://www.procyclingstats.com/rider/christopher-morales
903,STOYNEV Emil,BG,,25.0,https://www.procyclingstats.com/rider/emil-stoynev
904,SKERL Daniel,IT,Bahrain - Victorious,24.0,https://www.procyclingstats.com/rider/daniel-skerl
905,BORGO Alessandro,IT,Bahrain Victorious Development Team,24.0,https://www.procyclingstats.com/rider/alessandro-borgo
906,KIM Euro,KR,LX Cycling Team,24.0,https://www.procyclingstats.com/rider/euro-kim
907,JAKOBSEN Fabio,NL,Team Picnic PostNL,24.0,https://www.procyclingstats.com/rider/fabio-jakobsen
908,MILAN Matteo,IT,Lidl - Trek Future Racing,24.0,https://www.procyclingstats.com/rider/matteo-milan
909,ISASA Xabier,ES,Euskaltel - Euskadi,24.0,https://www.procyclingstats.com/rider/xabier-isasa-larranaga
910,SWIRBUL Keegan,US,Efapel Cycling,24.0,https://www.procyclingstats.com/rider/keegan-swirbul
911,LAMBRECHT Michiel,BE,Wagner Bazin WB,24.0,https://www.procyclingstats.com/rider/michiel-lambrecht
912,MOLARD Rudy,FR,Groupama - FDJ,24.0,https://www.procyclingstats.com/rider/rudy-molard
913,BOMFIM DE ALMEIDA Luiz Fernando,BR,,24.0,https://www.procyclingstats.com/rider/luiz-fernando-bomfim-de-almeida
914,WIJFJE Tom,NL,Universe Cycling Team,24.0,https://www.procyclingstats.com/rider/tom-wijfje
915,KAMZONG Clovis,CM,SNH Vélo Club,24.0,https://www.procyclingstats.com/rider/clovis-kamzong-abessolo
916,RODRIGUEZ Juan Felipe,CO,Team Sistecredito,24.0,https://www.procyclingstats.com/rider/juan-felipe-rodriguez
917,PRINGLE Nate,NZ,Red Bull - BORA - hansgrohe Rookies,24.0,https://www.procyclingstats.com/rider/nate-pringle
918,EL ALOUANI Driss,MA,Agadir Vélo Propulsion,23.0,https://www.procyclingstats.com/rider/driss-el-alouani
919,VAN DER MEULEN Max,NL,Bahrain - Victorious,23.0,https://www.procyclingstats.com/rider/max-van-der-meulen
920,FAURA José Luis,ES,Burgos Burpellet BH,23.0,https://www.procyclingstats.com/rider/jose-luis-faura-asensio
921,AUGÉ Ronan,FR,CIC - U - Nantes,23.0,https://www.procyclingstats.com/rider/ronan-auge
922,VILLA Giacomo,IT,Wagner Bazin WB,23.0,https://www.procyclingstats.com/rider/giacomo-villa
923,CARSTENSEN Lucas,DE,Team Storck - Metropol Cycling,23.0,https://www.procyclingstats.com/rider/lucas-carstensen
924,KAM Chin Pok,MO,China Anta - Mentech Cycling Team,23.0,https://www.procyclingstats.com/rider/chin-pok-kam
925,GUTIÉRREZ Jorge,ES,Equipo Kern Pharma,23.0,https://www.procyclingstats.com/rider/jorge-gutierrez-gonzalez
926,PEACE Oliver,GB,Development Team Picnic PostNL,23.0,https://www.procyclingstats.com/rider/oliver-peace
927,DE BUYST Jasper,BE,Lotto,23.0,https://www.procyclingstats.com/rider/jasper-de-buyst
928,KOECH Silas,DE,Team Lotto Kern-Haus PSD Bank,23.0,https://www.procyclingstats.com/rider/silas-koech
929,BONIFACE Lucas,FR,Team TotalEnergies,23.0,https://www.procyclingstats.com/rider/lucas-boniface
930,OYOLA Róbigzon Leandro,CO,Team Medellín - EPM,23.0,https://www.procyclingstats.com/rider/robigzon-leandro-oyola
931,OKAMIKA Ander,ES,Burgos Burpellet BH,23.0,https://www.procyclingstats.com/rider/ander-okamika
932,BORSTELMANN John,US,,23.0,https://www.procyclingstats.com/rider/john-borstelmann
933,AGNOLETTO Blake,AU,Equipe continentale Groupama-FDJ,23.0,https://www.procyclingstats.com/rider/blake-agnoletto
934,BORTOLUZZI Giovanni,IT,General Store - Essegibi - F.Lli Curia,23.0,https://www.procyclingstats.com/rider/giovanni-bortoluzzi
935,GONZELI Otavio Augusto,BR,Swift Pro Cycling,23.0,https://www.procyclingstats.com/rider/otavio-augusto-gonzeli
936,OKA Atsushi,JP,Utsunomiya Blitzen,23.0,https://www.procyclingstats.com/rider/atsushi-oka
937,DE FABRITIIS Gabriele,AL,Rime Drali,23.0,https://www.procyclingstats.com/rider/gabriele-de-fabritiis
938,MEIN Thomas,GB,Mg.K Vis Costruzioni e Ambiente,23.0,https://www.procyclingstats.com/rider/thomas-mein
939,VINOKUROV Nicolas,KZ,XDS Astana Team,22.0,https://www.procyclingstats.com/rider/nicolas-vinokurov
940,BUDYAK Anatoliy,UA,Terengganu Cycling Team,22.0,https://www.procyclingstats.com/rider/anatoliy-budyak
941,SU Haoyu,CN,XDS Astana Team,22.0,https://www.procyclingstats.com/rider/haoyu-su
942,WARLOP Jordi,BE,Soudal Quick-Step,22.0,https://www.procyclingstats.com/rider/jordi-warlop
943,PAWLAK Tobiasz,PL,Voster ATS Team,22.0,https://www.procyclingstats.com/rider/tobiasz-pawlak
944,BATTISTELLA Samuele,IT,EF Education - EasyPost,22.0,https://www.procyclingstats.com/rider/samuele-battistella
945,QUICK Blake,AU,Roojai Insurance,22.0,https://www.procyclingstats.com/rider/blake-quick
946,PEDERSEN Henrik,DK,Uno-X Mobility,22.0,https://www.procyclingstats.com/rider/henrik-pedersen
947,TEUGELS Lennert,BE,Tarteletto - Isorex,22.0,https://www.procyclingstats.com/rider/lennert-teugels
948,RETAILLEAU Valentin,FR,Team TotalEnergies,22.0,https://www.procyclingstats.com/rider/valentin-retailleau
949,IMAMURA Shunsuke,JP,Wanty - Nippo - ReUz,22.0,https://www.procyclingstats.com/rider/shunsuke-imamura
950,KLOPPENBORG Lukas Sulaj,AL,Holbæk Cykelsport,22.0,https://www.procyclingstats.com/rider/lukas-sulaj-kloppenborg
951,WHITE Conor,BM,Muc-Off-SRCT-Storck,22.0,https://www.procyclingstats.com/rider/conor-white
952,YEO Boon Kiak,SG,,22.0,https://www.procyclingstats.com/rider/boon-kiak-yeo
953,GONZÁLEZ Abner,PR,Caja Rural - Seguros RGA,22.0,https://www.procyclingstats.com/rider/abner-gonzalez-rivera
954,EL ARBAOUI Adil,MA,,22.0,https://www.procyclingstats.com/rider/adil-el-arbaoui
955,TREPTE Liam,TT,,22.0,https://www.procyclingstats.com/rider/liam-trepte
956,CAMPBELL Akill,TT,,22.0,https://www.procyclingstats.com/rider/akill-campbell
957,DONATI Davide,IT,Red Bull - BORA - hansgrohe Rookies,21.0,https://www.procyclingstats.com/rider/davide-donati
958,OLIVER Ben,NZ,MitoQ - NZ Cycling Project,21.0,https://www.procyclingstats.com/rider/ben-oliver
959,CONFORTI Lorenzo,IT,VF Group - Bardiani CSF - Faizanè,21.0,https://www.procyclingstats.com/rider/lorenzo-conforti
960,VANHOOF Ward,BE,Team Flanders - Baloise,21.0,https://www.procyclingstats.com/rider/ward-vanhoof
961,PATTINSON Tomos,GB,Team Visma | Lease a Bike Development,21.0,https://www.procyclingstats.com/rider/tomos-pattinson
962,EEFTING-BLOEM Roy,NL,FNIX - SCOM - Hengxiang Cycling Team,21.0,https://www.procyclingstats.com/rider/roy-eefting
963,LEROUX Samuel,FR,Team TotalEnergies,21.0,https://www.procyclingstats.com/rider/samuel-leroux
964,RIES Michel,LU,Arkéa - B&B Hotels,21.0,https://www.procyclingstats.com/rider/michel-ries
965,STOLIĆ Mihajlo,RS,Team United Shipping,21.0,https://www.procyclingstats.com/rider/mihajlo-stolic
966,MASCIARELLI Lorenzo,IT,MBH Bank Ballan CSB,21.0,https://www.procyclingstats.com/rider/lorenzo-masciarelli
967,CHRISTIAN Sean,US,Team Skyline,21.0,https://www.procyclingstats.com/rider/sean-christian
968,O'BRIEN Liam,IE,Lidl - Trek Future Racing,21.0,https://www.procyclingstats.com/rider/liam-o-brien
969,VAN SINTMAARTENSDIJK Daan,NL,BEAT Cycling Club,21.0,https://www.procyclingstats.com/rider/daan-van-sintmaartensdijk
970,MIENTKI Kacper,PL,Mazowsze Serce Polski,21.0,https://www.procyclingstats.com/rider/kacper-mientki
971,RAWENDE Moucaila,BF,,21.0,https://www.procyclingstats.com/rider/moucaila-rawende
972,ABREU Jorge,VE,Doglocy - Imca,20.0,https://www.procyclingstats.com/rider/jorge-abreu-soler
973,SCHELLING Ide,NL,XDS Astana Team,20.0,https://www.procyclingstats.com/rider/ide-schelling
974,MAHOUDO Nolann,FR,Cofidis,20.0,https://www.procyclingstats.com/rider/nolann-mahoudo
975,PAQUOT Tom,BE,Intermarché - Wanty,20.0,https://www.procyclingstats.com/rider/tom-paquot
976,BALMER Alexandre,CH,Team Solution Tech - Vini Fantini,20.0,https://www.procyclingstats.com/rider/alexandre-balmer
977,JASIM AL-ALI Abdulla,AE,UAE Team Emirates Gen Z,20.0,https://www.procyclingstats.com/rider/abdulla-jasim-al-ali
