rank,name,nationality,team,points,rider_url
1170,MARIS Jesse,US,Technosylva Rower Bembibre,17.0,https://www.procyclingstats.com/rider/jesse-maris
1171,METAWEA Mahmoud,EG,,17.0,https://www.procyclingstats.com/rider/mahmoud-metawea
1172,BOZZOLA Mirko,IT,S.C. Padovani Polo Cherry Bank,17.0,https://www.procyclingstats.com/rider/mirko-bozzola
1173,PINZÓN Edgar Andrés,CO,Team Sistecredito,17.0,https://www.procyclingstats.com/rider/edgar-andres-pinzon-villalba
1174,HASHIKAWA Jo,JP,Kinan Racing Team,17.0,https://www.procyclingstats.com/rider/jo-hashikawa
1175,MIMOUNI Oussama Abdellah,DZ,Madar Pro Cycling Team,17.0,https://www.procyclingstats.com/rider/oussama-abdellah-mimouni
1176,ATTAI Corneil Kokou,BJ,,17.0,https://www.procyclingstats.com/rider/corneil-kokou-attai
1177,SOWOU Rémi,BJ,,17.0,https://www.procyclingstats.com/rider/remi-sowou
1178,SODJEDE Ricardo,BJ,,17.0,https://www.procyclingstats.com/rider/ricardo-sodjede
1179,HORSBURGH Thomas,GB,,17.0,https://www.procyclingstats.com/rider/thomas-horsburgh
1180,PEÁK Barnabás,HU,MBH Bank CSB Telecom Fort,17.0,https://www.procyclingstats.com/rider/barnabas-peak
1181,KASTRATI Albion,XK,CLN - Kosova,17.0,https://www.procyclingstats.com/rider/albion-kastrati
1182,ALREJJAL Mo'men,JO,,17.0,https://www.procyclingstats.com/rider/mo-men-alrejjal
1183,AL MAYYAS Mohammad,JO,,17.0,https://www.procyclingstats.com/rider/mohammad-al-mayyas
1184,ED DOGHMY Achraf,MA,N_lab Mentech Craft Team,17.0,https://www.procyclingstats.com/rider/ed-doghmy-achraf
1185,IÉ Ivanildo,GW,,17.0,https://www.procyclingstats.com/rider/ivanildo-ie
1186,KARIĆ Vedad,BA,Sidi Ali - Unlock Sports Team,17.0,https://www.procyclingstats.com/rider/vedad-karic
1187,LUKIĆ Leon,HR,Kolesarski Klub Novo Mesto,17.0,https://www.procyclingstats.com/rider/leon-lukic
1188,ELCOCK Russell,BB,,17.0,https://www.procyclingstats.com/rider/russell-elcock
1189,MARSH Robert,AG,,17.0,https://www.procyclingstats.com/rider/robert-marsh
1190,BAILEY Zefal Trevor,VC,,17.0,https://www.procyclingstats.com/rider/zefal-trevor
1191,BUTTIGIEG Aidan,MT,Team Polti VisitMalta,17.0,https://www.procyclingstats.com/rider/aidan-buttigieg
1192,RAMSAY Andrew,JM,,17.0,https://www.procyclingstats.com/rider/andrew-ramsay
1193,RETAILLEAU Valentin,FR,TotalEnergies,16.0,https://www.procyclingstats.com/rider/valentin-retailleau
1194,GREENWOOD Matthew,AU,CCACHE x BODYWRAP,16.0,https://www.procyclingstats.com/rider/matthew-greenwood
1195,MA Binyan,CN,China Anta - Mentech Cycling Team,16.0,https://www.procyclingstats.com/rider/binyan-ma
1196,TERADA Yoshiki,JP,Team UKYO,16.0,https://www.procyclingstats.com/rider/yoshiki-terada
1197,MENGHINI Alessio,IT,Team Technipes #inEmiliaRomagna Caffè Borbone,16.0,https://www.procyclingstats.com/rider/alessio-menghini
1198,VAN DER WERFF Thom,NL,Development Team Picnic PostNL,16.0,https://www.procyclingstats.com/rider/thom-van-der-werff
1199,ROSTOVTSEV Sergey,UZ,Bardiani CSF 7 Saber,16.0,https://www.procyclingstats.com/rider/sergey-rostovtsev
1200,BETTENDORFF Loïc,LU,Hrinkow Advarics,16.0,https://www.procyclingstats.com/rider/loic-bettendorf
1201,BORTOLUZZI Giovanni,IT,General Store - Essegibi - F.Lli Curia,16.0,https://www.procyclingstats.com/rider/giovanni-bortoluzzi
1202,KMIELIAUSKAS Rokas,LT,Energus Cycling Team,16.0,https://www.procyclingstats.com/rider/rokas-kmieliauskas
1203,GOSZCZURNY Patryk,PL,Team Visma | Lease a Bike Development,16.0,https://www.procyclingstats.com/rider/patryk-goszczurny
1204,THÉOT Hugo,FR,Guidon Chalettois,16.0,https://www.procyclingstats.com/rider/hugo-theot
1205,BASSON Gustav,ZA,Tshenolo Pro Cycling Team,16.0,https://www.procyclingstats.com/rider/gustav-basson
1206,ELSAIFY Hassan,EG,,16.0,https://www.procyclingstats.com/rider/hassan-elsaify
1207,LIGHTFOOT Mark,GB,AVC Aix Provence Dole,16.0,https://www.procyclingstats.com/rider/mark-lightfoot
1208,AEBERSOLD Nils,CH,Elite Fondations Cycling Team,16.0,https://www.procyclingstats.com/rider/nils-aebersold
1209,BDADOU Youssef,MA,,16.0,https://www.procyclingstats.com/rider/youssef-bdadou
1210,FORSSELL Hugo,SE,CK Hymer,16.0,https://www.procyclingstats.com/rider/hugo-forssell
1211,GORDILLO Emerson Ronaldo,CO,Nu Colombia,16.0,https://www.procyclingstats.com/rider/emerson-gordillo
1212,KLISMETS Kārlis,LV,Energus Cycling Team,16.0,https://www.procyclingstats.com/rider/karlis-klismets
1213,OKA Atsushi,JP,Astemo Utsunomiya Blitzen,16.0,https://www.procyclingstats.com/rider/atsushi-oka
1214,HAFIZH Muhammad,ID,ASC Monsters Indonesia,16.0,https://www.procyclingstats.com/rider/muhammad-hafizh
1215,BELLENS Jarno,BE,Baloise Verzekeringen - Het Poetsbureau Lions,16.0,https://www.procyclingstats.com/rider/jarno-bellens
1216,RODRIGUES Rúben,PT,Feira dos Sofás - Boavista,16.0,https://www.procyclingstats.com/rider/ruben-rodrigues
1217,MACHHOLDT Magnus,DK,Reffen CO:PLAY Giant Store,16.0,https://www.procyclingstats.com/rider/magnus-machholdt
1218,ADOMAITIS Rokas,LT,Energus Cycling Team,16.0,https://www.procyclingstats.com/rider/rokas-adomaitis
1219,ORMISTON Callum,ZA,The Joyrun & Hurricane Cycling Team,16.0,https://www.procyclingstats.com/rider/callum-ormiston
1220,AGUIRRE Hernán Ricardo,CO,Qinghai Tianyoude Hotel Cycling Team,16.0,https://www.procyclingstats.com/rider/hernan-aguirre
1221,MCGEOUGH Cormac,IE,7Eleven Cliqq Roadbike Philippines,16.0,https://www.procyclingstats.com/rider/cormac-mcgeough
1222,CARVALHO Rui,PT,GI Group Holding - Simoldes - UDO,16.0,https://www.procyclingstats.com/rider/rui-carvalho
1223,SIRIRONNACHAI Sarawut,TH,,15.0,https://www.procyclingstats.com/rider/sarawut-sirironnachai
1224,KIECK Blaine,ZA,UV Aube,15.0,https://www.procyclingstats.com/rider/blaine-kieck
1225,RODRÍGUEZ Diego Leonel,UY,,15.0,https://www.procyclingstats.com/rider/diego-leonel-rodriguez
1226,SURÉN Roger,NA,Alpecin-Premier Tech Development Team,15.0,https://www.procyclingstats.com/rider/roger-suren
1227,WILKSCH Hannes,DE,Tudor Pro Cycling Team,15.0,https://www.procyclingstats.com/rider/hannes-wilksch
1228,GAMPER Patrick,AT,Team Jayco AlUla,15.0,https://www.procyclingstats.com/rider/patrick-gamper
1229,ARNDT Nikias,DE,Bahrain - Victorious,15.0,https://www.procyclingstats.com/rider/nikias-arndt
1230,QUITA Ronnilan,PH,7Eleven Cliqq Roadbike Philippines,15.0,https://www.procyclingstats.com/rider/ronnilan-quita
1231,BOIVIN Guillaume,CA,NSN Cycling Team,15.0,https://www.procyclingstats.com/rider/guillaume-boivin
1232,MOORE Viggo,US,Tirol KTM Cycling Team,15.0,https://www.procyclingstats.com/rider/viggo-moore
1233,CALDERÓN Jerónimo,CO,Team Sistecredito,15.0,https://www.procyclingstats.com/rider/jeronimo-calderon
1234,MARCEROU Nicola,FR,TotalEnergies,15.0,https://www.procyclingstats.com/rider/nicola-marcerou
1235,FABRIES Ugo,FR,UAE Team Emirates Gen Z,15.0,https://www.procyclingstats.com/rider/ugo-fabries
1236,WANDAHL Frederik,DK,Red Bull - BORA - hansgrohe,15.0,https://www.procyclingstats.com/rider/frederik-wandahl
1237,DEMAN Brem,BE,Team Flanders - Baloise,15.0,https://www.procyclingstats.com/rider/brem-deman
1238,VANDEN EYNDE Mats,BE,Lidl - Trek Future Racing,15.0,https://www.procyclingstats.com/rider/mats-vanden-eynde
1239,VESCO Leonardo,IT,Biesse - Carrera - Premac,15.0,https://www.procyclingstats.com/rider/leonardo-vesco
1240,BEHRENS Eike,DE,Team Lotto Kern-Haus Outlet Montabaur,15.0,https://www.procyclingstats.com/rider/eike-behrens
1241,BIEHL Kevin,DK,General Store - Essegibi - F.Lli Curia,15.0,https://www.procyclingstats.com/rider/kevin-biehl
1242,CALDERÓN Sebastian,CR,7C - Economy - Hyundai,15.0,https://www.procyclingstats.com/rider/sebastian-calderon
1243,THALMANN Roland,CH,Tudor Pro Cycling Team,15.0,https://www.procyclingstats.com/rider/roland-thalmann
1244,ELSAID Omar,EG,,15.0,https://www.procyclingstats.com/rider/omar-elsaid
1245,MOLLY Kenny,BE,Van Rysel Roubaix,15.0,https://www.procyclingstats.com/rider/kenny-molly
1246,ŘEHA Filip,CZ,ATT Investments,15.0,https://www.procyclingstats.com/rider/filip-reha
1247,PETTITI Nicolo',IT,Swatt Club,15.0,https://www.procyclingstats.com/rider/nicolo-pettiti
1248,GIALLI Matteo,IT,Team Hopplà,15.0,https://www.procyclingstats.com/rider/matteo-gialli
1249,BEREZNYAK Aleksandr,RU,Wheeltop Rotor Chengdu Team,15.0,https://www.procyclingstats.com/rider/aleksandr-bereznyak
1250,GINTER Nicolas,CH,Tirol KTM Cycling Team,15.0,https://www.procyclingstats.com/rider/nicolas-ginter
1251,MOHD ZARIFF Muhammad Nur Aiman,MY,Terengganu Cycling Team,15.0,https://www.procyclingstats.com/rider/muhammad-nur-aiman-mohd-zariff
1252,MCBIRNEY Tim,US,Project Echelon Racing,15.0,https://www.procyclingstats.com/rider/tim-mcbirney
1253,AHTOSALO Matias,FI,UN Cycling Team,15.0,https://www.procyclingstats.com/rider/matias-ahtosalo
1254,BABOVICH Mikita,BY,Bahrain Victorious Development Team,15.0,https://www.procyclingstats.com/rider/mikita-babovich
1255,DIALLO Yaya,ML,,15.0,https://www.procyclingstats.com/rider/yaya-diallo
1256,KAMAU Peter,KE,,15.0,https://www.procyclingstats.com/rider/peter-kamau1
1257,ABREHA Negasi Haylu,ET,Vega - Vitalcare - Dynatek,15.0,https://www.procyclingstats.com/rider/negasi-abreha
1258,MIN Kyeongho,KR,Seoul Cycling Team,15.0,https://www.procyclingstats.com/rider/kyeongho-min
1259,GARCIA Erlin Antonio,DO,,15.0,https://www.procyclingstats.com/rider/erlin-antonio-garcia-sanchez
1260,BULUT Samet,TR,Muğla Büyükşehir Belediyesi Spor Kulübü,15.0,https://www.procyclingstats.com/rider/samet-bulut
1261,CÁ Apolinário,GW,,15.0,https://www.procyclingstats.com/rider/apolinario-ca
1262,LIM Zhen Yu Darren,SG,,15.0,https://www.procyclingstats.com/rider/zhen-yu-darren-lim
1263,SELIMOVIĆ Husein,BA,,15.0,https://www.procyclingstats.com/rider/husein-selimovic
1264,NAUMOVSKI Bojan,MK,,15.0,https://www.procyclingstats.com/rider/bojan-naumovski
1265,JELE Kwanele,SZ,,15.0,https://www.procyclingstats.com/rider/kwanele-jele
1266,GAMERO Alonso Miguel,PE,,15.0,https://www.procyclingstats.com/rider/alonso-miguel-gamero-zuniga
1267,POPOV Martin,BG,,15.0,https://www.procyclingstats.com/rider/martin-popov
1268,PHON ASA Thavone,LA,,15.0,https://www.procyclingstats.com/rider/thavone-phonasa
1269,MACIEJUK Kacper,PL,Voster Team,15.0,https://www.procyclingstats.com/rider/kacper-maciejuk
1270,ŞAMLI Feritcan,TR,Spor Toto Cycling Team,15.0,https://www.procyclingstats.com/rider/ferit-samli
1271,DEBAY Filimon Zerabruk,ET,,15.0,https://www.procyclingstats.com/rider/filimon-zerabruk-debay
1272,ACHAS Christodoulos,CY,ODL Team – Lasal Cocinas,15.0,https://www.procyclingstats.com/rider/christodoulos-achas
1273,LUKOVIĆ Danilo,ME,,15.0,https://www.procyclingstats.com/rider/danilo-lukovic
1274,RAMOS Alberto Rafael,DO,,15.0,https://www.procyclingstats.com/rider/alberto-ramos
1275,MAEKELE Milkias,ER,INEOS Grenadiers Racing Academy,15.0,https://www.procyclingstats.com/rider/milkias-maekele
1276,ĐURIĆ Đorđe,RS,Solution Tech NIPPO Rali,15.0,https://www.procyclingstats.com/rider/dorde-duric
1277,AÏT EL ABDIA Anass,MA,Qatar Pro Team,15.0,https://www.procyclingstats.com/rider/anass-ait-el-abdia
1278,PETROVSKI Stefan,MK,Cycling Team Velo-M Termalift,15.0,https://www.procyclingstats.com/rider/stefan-petrovski
1279,CÁ Elias,GW,,15.0,https://www.procyclingstats.com/rider/elias-ca1
1280,RABOUDE Jeremy,MU,,15.0,https://www.procyclingstats.com/rider/jeremy-raboude
1281,NAVARRO Royner,PE,,15.0,https://www.procyclingstats.com/rider/royner-navarro
1282,TRENCHEV Christian,BG,,15.0,https://www.procyclingstats.com/rider/christian-trenchev
1283,MILAKONG Ananxay,LA,,15.0,https://www.procyclingstats.com/rider/ananxay-milakong
1284,TOMIĆ Ivan Luka,HR,,15.0,https://www.procyclingstats.com/rider/ivan-luka-tomic
1285,PANAYOT Alexander,LB,,15.0,https://www.procyclingstats.com/rider/alexander-panayot
1286,MEUNIER SOW Neriah,SN,Surne Bilbao Cycling Team,15.0,https://www.procyclingstats.com/rider/neriah-meunier-sow
1287,BARON Kohath,DM,,15.0,https://www.procyclingstats.com/rider/kohath-baron
1288,SOHRABI Mehdi,IR,,15.0,https://www.procyclingstats.com/rider/mehdi-sohrabi
1289,MIRBAGHERI FIROOZABADI Seyyed Mohammad Nabi,IR,,15.0,https://www.procyclingstats.com/rider/nabi-seyyed-mohammad-mirbagheri-firoozabadi
1290,DE BOCK Aless,BE,Alpecin-Premier Tech Development Team,15.0,https://www.procyclingstats.com/rider/aless-de-bock
1291,FRANCIS Khalil,JM,,15.0,https://www.procyclingstats.com/rider/khalil-francis
1292,AL ASMAR Khalil,LB,,15.0,https://www.procyclingstats.com/rider/khalil-al-asmar
1293,MAIDWELL Mark,SX,,15.0,https://www.procyclingstats.com/rider/mark-maidwell
1294,MCKENZIE Hamish,AU,Team Jayco AlUla,14.0,https://www.procyclingstats.com/rider/hamish-mckenzie
1295,MANZIN Lorrenzo,FR,TotalEnergies,14.0,https://www.procyclingstats.com/rider/lorrenzo-manzin
1296,BALLABIO Giacomo,IT,Team Vorarlberg,14.0,https://www.procyclingstats.com/rider/giacomo-ballabio
1297,KUZMIN Anton,KZ,XDS Astana Team,14.0,https://www.procyclingstats.com/rider/anton-kuzmin
1298,MANCILLA Martin,CL,,14.0,https://www.procyclingstats.com/rider/martin-mancilla
1299,BATTISTELLA Samuele,IT,EF Education - EasyPost,14.0,https://www.procyclingstats.com/rider/samuele-battistella
1300,SCHAPER Joeri,NL,Soudal Quick-Step Devo Team,14.0,https://www.procyclingstats.com/rider/joeri-schaper
1301,VAN DEN EIJNDEN Guus,NL,Alpecin-Premier Tech Development Team,14.0,https://www.procyclingstats.com/rider/guus-van-den-eijnden
1302,BICELLI Michele,IT,Biesse - Carrera - Premac,14.0,https://www.procyclingstats.com/rider/michele-bicelli1
1303,LESUEUR Louka,FR,Veloce Club Rouen 76,14.0,https://www.procyclingstats.com/rider/louka-lesueur
1304,OTTEMA Rick,NL,EEW-VDK Cyclingteam,14.0,https://www.procyclingstats.com/rider/rick-ottema
1305,ESPINOSA Bolivar,PA,,14.0,https://www.procyclingstats.com/rider/bolivar-espinosa-serrano
1306,JENNI Luca,CH,Run & Race - Solarpur,14.0,https://www.procyclingstats.com/rider/luca-jenni
1307,HEIDEMANN Miguel,DE,REMBE | rad-net,14.0,https://www.procyclingstats.com/rider/miguel-heidemann
1308,SMITH Adam,CA,AVC Aix Provence Dole,14.0,https://www.procyclingstats.com/rider/adam-smith1
1309,DAWSON Oliver,GB,Jakroo Handsling Racing,14.0,https://www.procyclingstats.com/rider/oliver-dawson
1310,LEWIS Adam,GB,APS Pro Cycling by Team Cadence Cyclery,14.0,https://www.procyclingstats.com/rider/adam-lewis
1311,TENE Rotem,IL,NSN Cycling Team,14.0,https://www.procyclingstats.com/rider/rotem-tene
1312,GARZÓN Óscar Santiago,CO,GW Erco SportFitness,14.0,https://www.procyclingstats.com/rider/oscar-santiago-garzon
1313,MELOTTE Matteo,BE,Color Code - Alu Center,14.0,https://www.procyclingstats.com/rider/matteo-melotte
1314,TOMAN Patrik,CZ,Kasper crypto4me,14.0,https://www.procyclingstats.com/rider/patrik-toman
1315,CANTONI Andrea,IT,Mg.K Vis Costruzioni e Ambiente,14.0,https://www.procyclingstats.com/rider/andrea-cantoni
1316,SHPAKOUSKI Viachaslau,BY,,14.0,https://www.procyclingstats.com/rider/viachaslau-shpakouski
1317,ÓMARSSON Ingvar,IS,,14.0,https://www.procyclingstats.com/rider/ingvar-omarsson
1318,PELIKÁN János,HU,Team United Shipping,14.0,https://www.procyclingstats.com/rider/janos-pelikan
1319,PETROV Yordan,BG,Hemus Troyan,14.0,https://www.procyclingstats.com/rider/yordan-petrov1
1320,PHOMSOUVANH Thepphasith,LA,,14.0,https://www.procyclingstats.com/rider/thepphasith-phomsouvanh
1321,KÜÜT Oskar,EE,Quick Pro Team,14.0,https://www.procyclingstats.com/rider/oskar-kuut
1322,KALLAS Mark,LB,,14.0,https://www.procyclingstats.com/rider/mark-kallas
1323,REYES Elvys Noel,PR,,14.0,https://www.procyclingstats.com/rider/elvis-reyes
1324,DOCKX Aaron,BE,Alpecin - Premier Tech,14.0,https://www.procyclingstats.com/rider/aaron-dockx
1325,BARBOSA Diogo,PT,Team Tavira / Crédito Agrícola,14.0,https://www.procyclingstats.com/rider/diogo-barbosa
1326,GÁLVIZ Carlos Johan,VE,Politachira Heidy Lee Sport TVN Norte,13.0,https://www.procyclingstats.com/rider/carlos-galviz
1327,GIL Angel Alexander,CO,GW Erco SportFitness,13.0,https://www.procyclingstats.com/rider/angel-alexander-gil
1328,BOCHAROV Dmitriy,UZ,7 Saber Uzbekistan Cycling Team,13.0,https://www.procyclingstats.com/rider/dmitriy-bocharov
1329,GEOGHEGAN HART Tao,GB,Lidl - Trek,13.0,https://www.procyclingstats.com/rider/tao-geoghegan-hart
1330,BATMUNKH Maral-Erdene,MN,Roojai Insurance Winspace,13.0,https://www.procyclingstats.com/rider/maral-erdene-batmunkh
1331,CATALDO Lorenzo,IT,China Meitan Cycling Team,13.0,https://www.procyclingstats.com/rider/lorenzo-cataldo
1332,FRYDKJÆR Patrick Boje,DK,Lidl - Trek Future Racing,13.0,https://www.procyclingstats.com/rider/patrick-boje-frydkjaer
1333,SMITH William,GB,Team Visma | Lease a Bike Development,13.0,https://www.procyclingstats.com/rider/william-smith
1334,JURADO Christofer Robín,PA,,13.0,https://www.procyclingstats.com/rider/christofer-robin-jurado
1335,NISU Oskar,EE,China Anta - Mentech Cycling Team,13.0,https://www.procyclingstats.com/rider/oskar-nisu
1336,SCALA Hugo,US,Modern Adventure Pro Cycling,13.0,https://www.procyclingstats.com/rider/hugo-scala
1337,ANDERSEN Kasper,DK,Swatt Club,13.0,https://www.procyclingstats.com/rider/kasper-andersen1
1338,VAN BYLEN Liam,BE,Decathlon CMA CGM Development Team,13.0,https://www.procyclingstats.com/rider/liam-van-bylen
1339,CAPRON Rémi,FR,Van Rysel Roubaix,13.0,https://www.procyclingstats.com/rider/remi-capron
1340,LÓPEZ Robinson Fabián,CO,GW Erco SportFitness,13.0,https://www.procyclingstats.com/rider/robinson-fabian-lopez
1341,SÁNCHEZ Pelayo,ES,Movistar Team,13.0,https://www.procyclingstats.com/rider/pelayo-sanchez-mayo
1342,DORENBOS Yanne,NL,Azerion / Villa Valkenburg,13.0,https://www.procyclingstats.com/rider/yanne-dorenbos
1343,MOREIRA Daniel Filipe Vieira,PT,Hagens Berman Jayco,13.0,https://www.procyclingstats.com/rider/daniel-filipe-vieira-moreira-silva
1344,BOROŠ Michael,CZ,Kasper crypto4me,13.0,https://www.procyclingstats.com/rider/michael-boros
1345,KOSSOKO Jérémie,CM,SNH Vélo Club,13.0,https://www.procyclingstats.com/rider/sadikou-jeremie-kossoko
1346,CHEN Yusheng,CN,China Anta - Mentech Cycling Team,13.0,https://www.procyclingstats.com/rider/yusheng-chen
1347,SAFARZADEH Saeid,IR,Qinghai Tianyoude Hotel Cycling Team,13.0,https://www.procyclingstats.com/rider/saeeid-safarzadeh
1348,GRINDLEY Sebastian,GB,Lidl - Trek Future Racing,12.0,https://www.procyclingstats.com/rider/sebastian-grindley
1349,LI You,CN,XDS Astana Development Team,12.0,https://www.procyclingstats.com/rider/you-li
1350,IDERBOLD Bold,MN,Wheeltop Rotor Chengdu Team,12.0,https://www.procyclingstats.com/rider/bold-iderbold
1351,GROVES Kaden,AU,Alpecin - Premier Tech,12.0,https://www.procyclingstats.com/rider/kaden-groves
1352,MARRIAGE Zac,AU,NSN Development Team,12.0,https://www.procyclingstats.com/rider/zac-marriage
1353,MARTINSEN Georg Rydningen,NO,Team Drali - Repsol,12.0,https://www.procyclingstats.com/rider/georg-rydningen-martinsen
1354,ŠUMPÍK Pavel,CZ,Development Team Picnic PostNL,12.0,https://www.procyclingstats.com/rider/pavel-sumpik
1355,ABDUL HALIL Mohamad Izzat Hilmi,MY,Malaysia Pro Cycling,12.0,https://www.procyclingstats.com/rider/mohamad-izzat-hilmi-abdul-halil
1356,MONK Cyrus,AU,FNIX - SCOM - Hengxiang Cycling Team,12.0,https://www.procyclingstats.com/rider/cyrus-monk
1357,BEAUNE Mavric,FR,Veloce Club Rouen 76,12.0,https://www.procyclingstats.com/rider/mavric-beaune
1358,STITES Tyler,US,Modern Adventure Pro Cycling,12.0,https://www.procyclingstats.com/rider/tyler-stites
1359,AZNAR Hugo,ES,Equipo Kern Pharma,12.0,https://www.procyclingstats.com/rider/hugo-aznar
1360,PLAMONDON Joel,CA,Charvieu Chavagneux Isère Cyclisme,12.0,https://www.procyclingstats.com/rider/joel-plamondon
1361,FERNÁNDEZ Sinuhé,ES,Burgos Burpellet BH,12.0,https://www.procyclingstats.com/rider/sinuhe-fernandez-rodriguez
1362,OSES Luis Daniel,CR,7C - Economy - Hyundai,12.0,https://www.procyclingstats.com/rider/luis-daniel-oses
1363,DOMINGUEZ Mauricio,AR,,12.0,https://www.procyclingstats.com/rider/mauricio-dominguez-campos
1364,GONÇALVES Diogo,PT,Efapel Cycling,12.0,https://www.procyclingstats.com/rider/diogo-goncalves
1365,SALGUEIRO Carlos Miguel,PT,Team Tavira / Crédito Agrícola,12.0,https://www.procyclingstats.com/rider/carlos-salgueiro
1366,RAWENDE Moucaila,BF,,12.0,https://www.procyclingstats.com/rider/moucaila-rawende
1367,FERNÁNDEZ Rubén,ES,Anicolor / Campicarn,12.0,https://www.procyclingstats.com/rider/ruben-fernandez-andujar
1368,DEN BRABER Simon,NL,Volharding Cycling Team,12.0,https://www.procyclingstats.com/rider/simon-den-braber
1369,AVOINE Kévin,FR,Van Rysel Roubaix,12.0,https://www.procyclingstats.com/rider/kevin-avoine
1370,GALLAGHER Oscar,AU,CCACHE x BODYWRAP,12.0,https://www.procyclingstats.com/rider/oscar-gallagher
1371,DA SILVA Tiano,ZA,The Joyrun & Hurricane Cycling Team,12.0,https://www.procyclingstats.com/rider/tiano-da-silva
1372,HØYDAHL Jonas Kind,NO,Team Visma | Lease a Bike Development,12.0,https://www.procyclingstats.com/rider/jonas-kind-hoydahl
1373,VERHOEFF Stefan,NL,Universe Cycling Team,12.0,https://www.procyclingstats.com/rider/stefan-verhoeff
1374,JÓNSSON Kristinn,IS,Team Give Steel,12.0,https://www.procyclingstats.com/rider/kristinn-jonsson
1375,VELIA Olsian,AL,Sidi Ali - Unlock Sports Team,12.0,https://www.procyclingstats.com/rider/olsian-velia
1376,KEMBOI Cornelius,KE,,12.0,https://www.procyclingstats.com/rider/cornelius-kemboi
1377,KOK Mun Wa,MO,,12.0,https://www.procyclingstats.com/rider/mun-wa-kok
1378,ZAGOREANU Dumitru,MD,,12.0,https://www.procyclingstats.com/rider/dumitru-zagoreanu
1379,WHITE Conor,BM,Jakroo Handsling Racing,12.0,https://www.procyclingstats.com/rider/conor-white
1380,NURIYEV Nofal,AZ,,12.0,https://www.procyclingstats.com/rider/nofal-nuriyev
1381,PAVÓN Rubén Sebastián,HN,4WD Rent a Car - Facatativa,12.0,https://www.procyclingstats.com/rider/ruben-pavon
1382,SILVA Afonso,PT,Team Tavira / Crédito Agrícola,12.0,https://www.procyclingstats.com/rider/afonso-silva
1383,MEENS Johan,BE,Aarco,12.0,https://www.procyclingstats.com/rider/johan-meens
1384,DOLTAIRE Alex,FR,Vendée U Primeo Energie,12.0,https://www.procyclingstats.com/rider/alex-doltaire
1385,MATIAS João,PT,Tavfer-Ovos Matinados-Mortágua,12.0,https://www.procyclingstats.com/rider/joao-matias
1386,BUSTAMANTE Adrián,CO,GI Group Holding - Simoldes - UDO,12.0,https://www.procyclingstats.com/rider/adrian-bustamante
1387,SANTY Arne,BE,Tarteletto - Isorex,11.0,https://www.procyclingstats.com/rider/arne-santy
1388,GONOV Lev,RU,XDS Astana Team,11.0,https://www.procyclingstats.com/rider/lev-gonov
1389,ALONSO Agustín,UY,,11.0,https://www.procyclingstats.com/rider/agustin-alonso1
1390,JANIKULOV Samandar,UZ,7 Saber Uzbekistan Cycling Team,11.0,https://www.procyclingstats.com/rider/samandar-janikulov
1391,KESSLER Cole,US,Modern Adventure Pro Cycling,11.0,https://www.procyclingstats.com/rider/cole-kessler
1392,PARETA Roger,ES,Movistar Team Academy,11.0,https://www.procyclingstats.com/rider/roger-pareta
1393,PETERS Marvin,NL,EEW-VDK Cyclingteam,11.0,https://www.procyclingstats.com/rider/marvin-peters
1394,KOTSAKIS Francisco,CL,Plus Performance - ZEO Sport,11.0,https://www.procyclingstats.com/rider/francisco-kotsakis
1395,GOLLIKER Joshua,GB,EF Education - Aevolo,11.0,https://www.procyclingstats.com/rider/joshua-golliker
1396,QUINTERO Juan Diego,CO,INEOS Grenadiers Racing Academy,11.0,https://www.procyclingstats.com/rider/juan-diego-quintero-osorno
1397,RIDOLFO Filippo,IT,Team Novo Nordisk,11.0,https://www.procyclingstats.com/rider/filippo-ridolfo
1398,RODRIGUEZ Angel,PR,,11.0,https://www.procyclingstats.com/rider/angel-rodriguez1
1399,CUBILLAS Javier,ES,Movistar Team Academy,11.0,https://www.procyclingstats.com/rider/javier-cubillas
1400,TOADER Alin,RO,FNIX - SCOM - Hengxiang Cycling Team,11.0,https://www.procyclingstats.com/rider/alin-toader
1401,OIOLI Manuel,IT,Swatt Club,11.0,https://www.procyclingstats.com/rider/manuel-oioli
1402,STRAVERS Jarri,NL,Universe Cycling Team,11.0,https://www.procyclingstats.com/rider/jarri-stravers
1403,RIAHI Anes,DZ,Madar Pro Cycling Team,11.0,https://www.procyclingstats.com/rider/anes-riahi
1404,MERLÖV Ville,SE,BHS - PL Beton Bornholm,11.0,https://www.procyclingstats.com/rider/ville-merlov1
1405,CZASA Moritz,DE,Hucare Factory Team,11.0,https://www.procyclingstats.com/rider/moritz-czasa
1406,CASTAÑO Sebastián Alexander,CO,Team Sistecredito,11.0,https://www.procyclingstats.com/rider/sebastian-alexander-castano-munoz
1407,DUBA Maxime,NL,Azerion / Villa Valkenburg,11.0,https://www.procyclingstats.com/rider/maxime-duba
1408,LEMES Bruno Martins,BR,Localiza Meoo / Swift Pro Cycling,11.0,https://www.procyclingstats.com/rider/bruno-martins-lemes
1409,PELLAUD Simon,CH,Li Ning Star,11.0,https://www.procyclingstats.com/rider/simon-pellaud
1410,ÅRNES Daniel,NO,Van Rysel Roubaix,11.0,https://www.procyclingstats.com/rider/daniel-arnes
1411,VANDEPUTTE Niels,BE,Alpecin-Premier Tech Development Team,11.0,https://www.procyclingstats.com/rider/niels-vandeputte
